age,geographic_location,marital_status,number_of_dependents,occupation,employment_type,monthly_income,job_stability,total_debt,credit_score,savings_investments,monthly_fixed_expenses,monthly_variable_expenses,saving_goals_short_long_term,investment_preferences,risk_tolerance,financial_priorities,use_of_financial_management_tools,payment_history,experiences_with_financial_advising,label
36,Urban,Married,4,Employed,Part-Time,4423.783716726688,1,24225.447699851713,836,3905.0716655167416,2602.9972219136357,851.5457944984822,17853.980131722496,Cryptocurrency,Medium,Retirement,False,Poor,False,Increase Savings
65,Urban,Single,3,Employed,Part-Time,7101.003792086654,11,33734.05157355226,360,14450.407118407178,1701.3833882929146,1045.3093333598074,14422.068858310235,Cryptocurrency,High,Education,True,Average,False,Reduce Expenses
21,Suburban,Divorced,2,Student,Full-Time,5699.967479901608,20,8167.096147525634,531,17138.816248948468,1582.9075264716973,889.3291125503338,16638.375576652263,Stocks,High,Healthcare,True,Average,False,Increase Savings
60,Urban,Widowed,3,Unemployed,Part-Time,3707.613439672009,29,754.2956107220634,754,16188.064350710916,1235.3214596248624,1162.4458100646375,26930.82240413555,Bonds,High,Retirement,True,Good,False,Invest in Stocks
30,Suburban,Married,1,Unemployed,Intern,6003.4644768555745,12,9292.852731205687,535,10157.946554835373,1943.8863697782317,613.9650020807002,16304.83341168274,Real Estate,Low,Education,False,Average,True,Increase Savings
56,Suburban,Married,3,Self-Employed,Intern,1615.8385338503872,2,40003.28243230141,762,13852.070408855141,1465.7135863099518,609.546064803407,1484.1119248228824,Stocks,Medium,Healthcare,True,Good,False,Reduce Expenses
53,Rural,Widowed,2,Self-Employed,Intern,5803.809888987768,14,8541.40324041672,516,13585.763529001126,1771.8378196082458,598.7285022703461,22335.285903408032,Real Estate,Medium,Save for House,True,Good,True,Increase Savings
40,Suburban,Single,3,Unemployed,Part-Time,5214.939899776524,17,0.0,788,12118.976180018975,1441.187365732743,434.6977081923782,18049.735487053273,Stocks,Medium,Save for House,True,Poor,False,Reduce Expenses
23,Rural,Single,3,Student,Intern,3781.6404375388684,19,37351.7150221137,849,14727.804373918309,1238.0256083613626,994.388920888023,15780.932240937618,Cryptocurrency,Low,Travel,False,Average,True,Reduce Expenses
41,Rural,Widowed,4,Self-Employed,Contract,3256.2507833627633,10,12317.278828333983,840,3545.600195669902,961.1359094834337,1623.6917043531867,23239.035025445613,Stocks,High,Retirement,False,Poor,True,Increase Savings
61,Urban,Widowed,4,Self-Employed,Full-Time,5322.9591285515335,12,13264.868620848554,430,6280.798531380714,951.88701954996,1050.8414271705385,11325.266457754085,None,Medium,Education,False,Average,False,Invest in Stocks
50,Urban,Single,1,Student,Part-Time,5639.458893409545,26,0.0,740,13145.551037973872,610.2185239259568,433.4264564761452,15602.709886461478,None,Low,Retirement,True,Average,True,Increase Savings
29,Suburban,Divorced,1,Retired,Full-Time,8348.053753929515,14,27955.831044592727,763,11251.80485498785,1748.2193687512909,548.269819094992,35800.423209877685,Cryptocurrency,High,Retirement,True,Good,False,Increase Savings
58,Suburban,Divorced,3,Unemployed,Contract,4277.420066382875,7,28519.49034806773,308,15802.847190142595,552.9790039005202,927.579342695176,8336.282504089835,Bonds,Low,Retirement,False,Poor,True,Invest in Stocks
38,Suburban,Married,4,Employed,Full-Time,1606.2507573724083,16,11743.162162156279,574,35.542449277696505,1279.940872465145,707.0118071845685,28620.15045671329,None,Medium,Healthcare,True,Good,False,Reduce Expenses
28,Suburban,Married,4,Employed,Full-Time,1732.0273003606762,21,2094.013222215988,522,14249.117382320244,1359.980718942193,1018.637584611157,12176.739374853849,Stocks,High,Retirement,False,Poor,False,Invest in Stocks
61,Urban,Divorced,3,Employed,Part-Time,5156.471857465038,22,0.0,427,11422.330122603265,1473.7188555597393,895.0641989335209,20979.32533452289,None,Medium,Travel,True,Good,False,Invest in Stocks
55,Suburban,Married,4,Employed,Full-Time,2561.6605867417375,14,28520.874393552564,689,7004.9926175479995,2761.594924103975,714.9181864133645,24097.00475161441,Stocks,High,Retirement,True,Good,False,Reduce Expenses
46,Rural,Divorced,0,Employed,Part-Time,6529.3026622992165,3,58947.429217303325,472,12056.630695004142,824.6620810937488,541.5302796668702,32078.233704040787,Real Estate,High,Save for House,True,Good,True,Invest in Stocks
65,Urban,Married,2,Retired,Contract,2283.115441599534,14,26064.84366739478,801,0.0,752.0680303015054,499.0688583303182,11286.627327466873,None,Medium,Travel,True,Average,True,Reduce Expenses
58,Rural,Divorced,0,Unemployed,Intern,7129.170475369112,10,29124.828989890295,848,13501.369370429362,1618.407451273894,1266.2056529802162,25425.41183604893,None,High,Education,True,Average,True,Reduce Expenses
20,Suburban,Married,0,Self-Employed,Part-Time,4389.67519059401,17,22198.418267293582,413,8943.877306203827,963.2437175817014,1021.5738597841021,16677.685069005747,Bonds,High,Retirement,False,Poor,True,Reduce Expenses
45,Urban,Married,0,Employed,Contract,3913.3854370235103,21,25243.64906619735,443,7953.797125870719,1812.1224328297526,605.0246413091116,15487.325986516189,Cryptocurrency,Low,Retirement,True,Poor,True,Reduce Expenses
37,Rural,Divorced,4,Student,Contract,5837.530182255383,4,16504.75313960058,668,9308.636745778871,1218.9374684192608,850.0362197620284,34824.89912038064,Bonds,Low,Retirement,False,Good,True,Invest in Stocks
43,Urban,Single,3,Employed,Part-Time,8221.413431069162,5,24412.829659001723,756,15241.272015306673,1013.7416033809925,789.3022848514656,27062.817400665837,Stocks,Low,Retirement,False,Good,True,Reduce Expenses
41,Rural,Divorced,1,Retired,Part-Time,6372.90175823567,8,7984.897256323333,331,14553.913507401445,1190.5681877154793,326.00757197113967,28297.264118476807,Cryptocurrency,Low,Save for House,False,Poor,True,Increase Savings
69,Urban,Divorced,2,Unemployed,Full-Time,2969.9276299655635,17,1389.600765092524,345,10370.543755441924,1841.1885265138599,458.46369386970844,13641.013484714684,Cryptocurrency,High,Healthcare,False,Average,True,Reduce Expenses
64,Rural,Widowed,2,Student,Part-Time,5075.9380630925125,12,21668.579866813565,321,17151.687924832848,953.6697000785024,365.0826287260212,18203.337066270466,Cryptocurrency,Low,Retirement,False,Good,True,Reduce Expenses
38,Rural,Single,0,Employed,Intern,0.0,16,21472.433651889223,462,17392.195673018952,1537.4963711183566,1101.2457487853135,15997.920269135924,None,Medium,Healthcare,False,Good,True,Invest in Stocks
47,Rural,Married,1,Retired,Intern,5273.941301412036,7,2383.663366345816,693,20838.143862080993,2884.507400728391,698.0607605699422,14002.483121397987,Bonds,High,Healthcare,False,Average,True,Invest in Stocks
21,Urban,Single,3,Employed,Intern,6671.530287392022,20,11728.528728935145,649,19385.20009468146,678.378120974737,743.416763934473,21030.28012599634,Stocks,Low,Travel,True,Average,False,Invest in Stocks
53,Rural,Single,1,Employed,Contract,1471.136841530767,19,14748.904578906437,566,0.0,33.782660660299825,1035.2995697709948,15553.808920764954,Bonds,High,Travel,False,Good,True,Reduce Expenses
57,Rural,Single,1,Student,Intern,2750.0488661765244,2,30736.752248640947,676,9795.173255609494,2125.6215274909264,276.91221820995054,17969.280895389387,Cryptocurrency,High,Travel,True,Good,True,Increase Savings
27,Suburban,Widowed,2,Retired,Intern,3509.969155596684,28,22380.01323408431,394,11414.696102843496,1593.3295371740362,1247.1212026003222,28717.75687858104,Stocks,Medium,Retirement,False,Average,True,Reduce Expenses
27,Rural,Widowed,4,Unemployed,Full-Time,3314.552452333871,0,17485.848815127472,455,3845.137262602534,1769.4565011450425,307.9579201982937,13124.745293105743,Real Estate,Low,Save for House,False,Poor,False,Increase Savings
59,Suburban,Married,0,Retired,Part-Time,6387.156413861989,3,0.0,737,11967.983483193531,1411.9201323629757,849.8194730705661,23568.524927110557,Bonds,Low,Healthcare,False,Average,False,Reduce Expenses
41,Urban,Divorced,4,Unemployed,Full-Time,7645.702427220136,18,24056.158388093947,509,6953.598519593001,2395.4017550555163,747.7383216542324,28889.19899821315,Real Estate,Medium,Healthcare,True,Average,False,Increase Savings
21,Rural,Single,2,Unemployed,Full-Time,4502.341038137547,19,27937.988673763168,601,17500.531848050632,1185.7377351531784,1376.6677849342373,25041.980587523998,Stocks,High,Healthcare,True,Good,True,Invest in Stocks
64,Urban,Married,1,Unemployed,Contract,5908.079771446439,15,52971.68744278059,566,17953.355037675094,806.4042372758255,285.0188122856995,16291.594035099386,Real Estate,Low,Retirement,True,Good,True,Invest in Stocks
44,Suburban,Married,0,Unemployed,Contract,3987.0669024119466,25,26695.001539692865,451,3369.8972070952104,1518.526400498357,802.4886303255258,30169.62477484841,None,Low,Healthcare,True,Good,True,Increase Savings
68,Suburban,Widowed,3,Retired,Contract,5040.9238880799885,29,33861.66043645362,790,11592.044689034754,1729.3381592096134,1034.9120124849958,3725.3661127327014,Stocks,Low,Save for House,False,Good,True,Invest in Stocks
62,Urban,Divorced,3,Student,Part-Time,6111.761499946092,17,34004.90815958214,381,12597.78212177561,1487.6804970442242,1162.520917225351,31436.18993834727,None,Medium,Education,True,Good,True,Reduce Expenses
21,Rural,Divorced,1,Unemployed,Contract,3626.1342289540053,2,0.0,489,6247.540767240713,829.187861934453,905.0942329679156,2771.6977531688644,Cryptocurrency,Medium,Retirement,True,Average,True,Reduce Expenses
49,Urban,Widowed,4,Self-Employed,Intern,4010.512406612773,22,18130.729741126685,738,19217.39916656833,737.7817982788797,943.6577594258104,8199.05738609579,Stocks,Medium,Healthcare,False,Good,False,Reduce Expenses
27,Suburban,Single,4,Unemployed,Full-Time,4507.152992369427,9,17455.319872362823,659,14202.482621787445,1163.1761613714011,866.3758133493325,8867.564828437966,Cryptocurrency,Medium,Education,True,Poor,False,Increase Savings
28,Suburban,Widowed,0,Self-Employed,Contract,6170.474021421595,10,13100.457124924527,417,7149.462644870089,2013.737899293671,907.2508650182933,25128.486311771343,Bonds,Low,Healthcare,True,Good,True,Invest in Stocks
45,Rural,Married,2,Employed,Full-Time,0.0,6,32848.00692828042,402,14496.287276062321,2522.3825331558523,1230.516832744947,7288.402205035471,None,Low,Save for House,False,Poor,True,Invest in Stocks
63,Suburban,Widowed,4,Unemployed,Contract,4744.665326474042,21,44400.81164454257,519,17820.906853566572,1066.4646498000902,871.5401955822233,30510.23877678453,None,High,Healthcare,True,Poor,False,Reduce Expenses
25,Rural,Divorced,3,Self-Employed,Intern,8022.270951468336,17,6132.95564027113,323,16871.916970749,1677.8506992882515,802.4685670554704,19681.431237465273,None,High,Retirement,True,Poor,True,Increase Savings
57,Rural,Single,3,Unemployed,Full-Time,4261.8655860229765,13,17660.087070546924,845,7308.213663265495,1540.8146055531515,244.47847604477283,26523.7276567629,None,Low,Save for House,True,Poor,False,Increase Savings
39,Rural,Married,3,Retired,Part-Time,5363.383876610208,7,26374.962706561746,720,10948.974463737382,1341.3214395841692,1214.7927574670814,26204.17845122597,Real Estate,Medium,Travel,False,Average,True,Invest in Stocks
51,Suburban,Married,4,Student,Full-Time,6156.131531191275,21,8306.728890053499,677,0.0,2095.951748985908,1139.7634478165817,16827.16493652727,Real Estate,Medium,Save for House,False,Average,False,Invest in Stocks
62,Urban,Divorced,1,Employed,Full-Time,8657.478796744681,9,0.0,636,3627.5282963506525,2214.3651066703333,890.9863974213541,6261.93129206766,None,Medium,Education,False,Poor,True,Reduce Expenses
52,Urban,Widowed,4,Student,Intern,6260.595298408642,15,16774.054614220688,511,8109.142925586661,1151.0887498651066,987.3119440789432,22179.03746060399,Stocks,Low,Travel,False,Good,False,Reduce Expenses
52,Suburban,Married,4,Student,Part-Time,6943.971626744171,25,3438.6393601674645,794,7456.234693879857,968.7950220241693,1263.2678148526431,33272.03022273884,Real Estate,Low,Save for House,False,Average,False,Reduce Expenses
42,Urban,Widowed,0,Retired,Part-Time,6633.426025620207,18,0.0,676,16352.627879598473,1515.5400315105503,1233.4090825713677,2819.8107207599023,Cryptocurrency,High,Healthcare,False,Good,False,Increase Savings
51,Urban,Married,2,Self-Employed,Contract,6561.590105752447,22,33528.45546302527,682,11205.24670943142,1431.8893057968914,887.4708908766554,24889.710039587546,Cryptocurrency,Medium,Save for House,True,Poor,False,Reduce Expenses
23,Suburban,Divorced,4,Employed,Contract,4318.276175520367,28,44532.219354223904,453,11146.414197887594,1426.5015872075712,1157.1228760712752,33044.76143242646,Cryptocurrency,Low,Travel,True,Average,True,Reduce Expenses
58,Urban,Married,4,Student,Part-Time,4197.941206305104,7,27933.893709660595,692,6492.046825645725,975.8423124067573,513.7238712072615,14250.578003925188,None,Medium,Travel,False,Poor,False,Reduce Expenses
54,Suburban,Married,2,Unemployed,Part-Time,3666.1786507198344,14,26239.458906745665,329,5619.257303654626,2123.0819688745087,980.3263770747294,24709.422466389075,Cryptocurrency,Low,Save for House,True,Average,True,Reduce Expenses
18,Rural,Single,3,Self-Employed,Part-Time,9846.958486893109,4,26511.24521970968,635,16153.951982560826,1269.2482231910217,1212.3636956648504,14967.121564652756,Bonds,Medium,Travel,False,Poor,True,Reduce Expenses
29,Rural,Married,2,Employed,Contract,3351.6838647360887,17,18835.880522255757,364,5465.259099213299,1588.392959866713,1244.7326810105408,28768.142105694744,Real Estate,High,Education,False,Good,False,Invest in Stocks
52,Urban,Divorced,4,Student,Contract,6080.8235353153505,28,26737.534876704914,744,8119.2309514289045,1652.6266467572896,472.5525950302944,16262.135506859322,None,Low,Travel,True,Poor,False,Invest in Stocks
23,Suburban,Married,1,Student,Intern,4457.460124759767,19,18030.471387763875,545,2056.091384964474,1484.538976269017,1270.2269961857762,8663.721546198078,Stocks,Low,Healthcare,False,Average,False,Reduce Expenses
34,Rural,Divorced,0,Self-Employed,Part-Time,3150.9817547357725,9,8735.975269213362,355,9751.911727072984,1948.8678006052928,703.7987262140964,10384.057776172785,Stocks,High,Save for House,False,Poor,True,Increase Savings
26,Suburban,Widowed,0,Unemployed,Intern,4777.221905643222,27,39164.7767805212,439,7633.847351912731,2198.446983678006,755.5996707055759,15528.740391728817,Cryptocurrency,Medium,Healthcare,True,Good,True,Invest in Stocks
19,Suburban,Divorced,2,Student,Part-Time,6418.428709124436,20,31231.423285553778,798,9198.582811420716,2149.863784688417,682.0865113033096,25800.207010884573,Bonds,Medium,Retirement,True,Good,False,Increase Savings
35,Suburban,Widowed,2,Retired,Intern,1010.9997436767576,2,59859.09573671263,642,9234.153178518474,1125.9428129257583,615.886220861687,25969.701605260358,Stocks,Low,Travel,True,Good,False,Increase Savings
66,Urban,Married,3,Retired,Full-Time,7640.6724492935,13,7720.890873804294,526,14425.494557459555,1566.7767280971643,588.2960153516018,16157.951720610346,Real Estate,Medium,Education,False,Good,False,Reduce Expenses
53,Rural,Divorced,0,Self-Employed,Part-Time,5727.27797859495,29,0.0,773,5689.481981511363,1937.5897571680061,433.78748877848625,25953.965747035218,None,Low,Education,True,Good,False,Invest in Stocks
45,Urban,Single,2,Employed,Intern,5445.243830725457,22,40126.447869097974,671,19189.474201614554,1220.604874816861,832.082151111393,19557.473293592513,Cryptocurrency,Medium,Save for House,True,Average,True,Invest in Stocks
58,Suburban,Divorced,4,Self-Employed,Contract,4545.743547117987,0,18422.156667141287,524,6177.92611229078,1635.8123492067348,662.4958620113085,23919.81211196362,None,High,Retirement,False,Average,True,Invest in Stocks
54,Rural,Widowed,4,Self-Employed,Contract,4134.587330325872,15,40351.808675802036,496,11083.337810004336,1257.7436542388543,755.8870950421748,4165.63103781807,Real Estate,Low,Save for House,True,Average,False,Invest in Stocks
66,Urban,Widowed,1,Employed,Intern,5122.697839329905,26,50210.211387982126,737,13776.29066086918,1125.7886965560751,1305.0103015731697,22360.776434493426,Stocks,Low,Save for House,False,Poor,False,Invest in Stocks
43,Rural,Single,1,Employed,Part-Time,10079.55148315452,18,0.0,467,17482.792390479597,2257.6458306961363,355.4194528445551,16814.663945299322,Stocks,Low,Education,False,Good,True,Invest in Stocks
21,Urban,Divorced,2,Employed,Contract,4818.0977401546625,21,7138.5739859456735,356,22634.493622130823,1512.5383334924377,370.5657633031853,29342.531636327054,Cryptocurrency,High,Retirement,True,Average,False,Increase Savings
57,Suburban,Married,3,Unemployed,Intern,6268.0383197936935,5,0.0,410,14333.384594658852,1224.3406843343619,516.7008549865861,4752.060822528061,None,Medium,Education,True,Average,True,Reduce Expenses
53,Rural,Divorced,3,Student,Intern,5400.658659815619,12,17741.020187150716,629,11257.372949178713,2237.358871613568,1033.4519401505056,29964.717989414323,Stocks,High,Education,False,Good,False,Invest in Stocks
68,Suburban,Divorced,3,Self-Employed,Part-Time,6629.122195690532,10,9184.040048287905,623,13917.21607647162,2194.185320641427,447.9202362909806,11654.362366040443,Bonds,Low,Save for House,False,Poor,False,Invest in Stocks
48,Suburban,Divorced,3,Retired,Full-Time,4040.4768618561875,5,0.0,502,15377.916306961277,1041.5014606374593,716.4763206706369,27156.25969342577,None,High,Education,True,Good,True,Increase Savings
47,Rural,Single,0,Employed,Contract,8954.818513316435,5,21498.575893825277,450,7972.616151350617,760.4105206916585,318.8183259440865,11684.830382738492,Real Estate,Medium,Save for House,False,Good,True,Increase Savings
67,Rural,Single,3,Employed,Intern,3868.116755505199,20,39227.54667391565,584,2242.07681491769,2141.0745964146054,945.9547636520964,32397.343454430396,Bonds,High,Save for House,False,Poor,False,Increase Savings
51,Urban,Single,1,Employed,Contract,6227.9427806192225,16,5448.808978919913,644,11151.381092775586,1468.3082051436634,1379.604574029202,21069.078566131735,Stocks,Low,Save for House,False,Poor,True,Increase Savings
36,Urban,Single,1,Student,Intern,6687.800996228196,28,38680.648241605,816,9807.06943034446,1439.1439851232644,402.9321257860358,24943.301155507725,None,High,Save for House,True,Good,True,Reduce Expenses
35,Suburban,Single,0,Retired,Part-Time,6096.8113855819,27,30453.07061150596,393,13956.21735541069,785.9368744173748,885.5482477646996,11588.533039167287,Real Estate,Medium,Retirement,True,Poor,True,Reduce Expenses
47,Urban,Married,2,Self-Employed,Part-Time,7381.93271212489,7,19031.71971563699,411,10369.389134308802,1823.2142147161255,972.7058055949448,26323.844731158293,Real Estate,Medium,Travel,False,Average,False,Invest in Stocks
38,Rural,Divorced,4,Student,Contract,4437.575140641876,20,4132.395125298446,736,3300.9275417647377,1826.047302564874,826.9919561762106,31796.762548555533,Stocks,Low,Healthcare,False,Average,False,Reduce Expenses
20,Rural,Divorced,1,Unemployed,Part-Time,6321.555151112625,19,12961.665855437339,442,14137.973813132628,1547.9729929760153,1496.5732330988155,34032.859970163445,Real Estate,High,Healthcare,True,Average,True,Invest in Stocks
23,Rural,Married,1,Retired,Contract,4802.10620057233,2,51925.93223807216,752,11219.713392079955,1456.8367440636903,998.4056693075531,42094.42471475831,Real Estate,High,Education,True,Average,True,Invest in Stocks
55,Suburban,Married,0,Retired,Full-Time,9823.714711445802,26,14161.388077936474,387,6320.813075581189,1342.2677100472888,1024.780764795415,3885.9314047550306,Bonds,Low,Travel,False,Average,False,Increase Savings
30,Urban,Married,1,Unemployed,Intern,5403.8274218689385,7,28544.194059413465,815,13950.609532043916,2229.239306093656,293.0478323276231,30995.581016159507,Stocks,Medium,Healthcare,True,Average,True,Increase Savings
62,Urban,Married,4,Self-Employed,Full-Time,1903.351448599586,11,15885.508048675543,741,3367.332411158799,1100.3549793225327,718.0950466307013,22372.754231159768,Bonds,High,Travel,False,Good,True,Reduce Expenses
20,Urban,Single,0,Retired,Contract,5179.7373935309915,18,3523.7471350770356,762,8976.653971854128,1337.9974426099236,933.4549150048182,13808.179719819716,None,High,Save for House,False,Good,False,Increase Savings
65,Urban,Divorced,3,Employed,Part-Time,3547.604921315869,17,30345.81292940794,446,14249.28716593525,1448.0996371558367,722.8985071124829,5053.892997174567,Real Estate,Low,Retirement,True,Poor,False,Reduce Expenses
45,Urban,Married,3,Self-Employed,Contract,7185.749686430876,0,44738.72362816475,747,11648.253307689682,1652.6511235936284,1134.3447156870945,23493.00130756384,Real Estate,High,Retirement,True,Good,False,Invest in Stocks
39,Urban,Widowed,3,Student,Part-Time,2088.721170506994,14,35976.98961784791,388,5787.29399296092,1762.4229884610058,660.620957954085,8132.727445146644,Stocks,Medium,Education,True,Good,False,Reduce Expenses
57,Urban,Married,4,Unemployed,Contract,2818.514878586999,29,44135.67463829719,584,6181.963604167277,589.045335213635,472.50479645888845,19341.31962695737,Real Estate,High,Save for House,False,Average,False,Invest in Stocks
57,Suburban,Divorced,2,Employed,Full-Time,1388.9047239463894,22,22145.25011441841,706,16023.281847918737,1585.5006426008877,434.22030731215244,30839.4459344942,Cryptocurrency,Low,Healthcare,False,Poor,False,Increase Savings
29,Urban,Widowed,1,Employed,Intern,4547.654571775795,4,19961.643571924982,484,10034.584532198756,2097.7820110085772,1185.1523373239916,13039.929282711455,None,Low,Travel,True,Poor,False,Increase Savings
40,Urban,Married,4,Employed,Intern,783.2915497183476,16,27915.20715794365,564,9322.985796141524,2747.2228297846136,1712.4469957798901,7223.712718451587,Bonds,Low,Healthcare,False,Poor,False,Invest in Stocks
48,Urban,Single,2,Student,Full-Time,3004.2231682402826,10,16660.681113658542,510,6765.529156068727,1670.1902110887868,755.0312634361798,16991.232632405925,Bonds,High,Healthcare,False,Poor,False,Invest in Stocks
35,Suburban,Single,0,Employed,Full-Time,4288.625762685186,24,12627.724700175258,811,13464.26448365166,1672.6883546042961,657.4979732057012,27636.337851398363,Cryptocurrency,High,Healthcare,False,Average,False,Invest in Stocks
24,Urban,Widowed,4,Retired,Full-Time,7407.82553468697,25,0.0,542,7535.487203283864,2554.0766380070263,721.0956836080376,19014.413342626278,None,Low,Education,True,Average,True,Increase Savings
25,Suburban,Single,0,Employed,Contract,4774.536041914622,1,35275.59644073212,537,10085.652070195682,1074.537038178853,656.4147328771908,17500.187979533006,Cryptocurrency,Medium,Education,True,Good,True,Invest in Stocks
36,Suburban,Widowed,2,Self-Employed,Full-Time,5520.875023368728,28,20745.278239048577,478,6734.50968945862,800.6667995184316,1025.4641440513553,12643.055857726926,Stocks,Low,Retirement,False,Poor,False,Reduce Expenses
46,Suburban,Married,4,Retired,Intern,3656.3487445382907,26,0.0,395,5956.847585046039,1417.338711345543,1167.7591120376348,25929.389250477565,Bonds,Low,Save for House,False,Good,True,Reduce Expenses
61,Rural,Divorced,1,Employed,Part-Time,7050.178514293031,14,0.0,695,16879.609442183257,2187.7445829380877,1078.1964741303402,45498.26671994904,Bonds,Low,Retirement,False,Good,True,Increase Savings
37,Urban,Widowed,2,Student,Intern,4559.598490859584,2,46574.85001688574,521,11691.025486009974,1463.6979721780992,966.9295324694267,21171.51262718852,Bonds,Low,Healthcare,True,Average,True,Increase Savings
67,Rural,Married,1,Employed,Full-Time,7821.998401273022,17,36134.049248198615,731,6429.5541115437645,2127.133392270058,959.3773812933791,25199.561750438857,Real Estate,High,Travel,True,Average,False,Increase Savings
59,Urban,Widowed,0,Student,Part-Time,3016.240317262063,7,25751.042011207785,581,5390.313695609573,1322.9007621008084,1051.093356834039,17439.582501575318,Bonds,Low,Healthcare,False,Good,True,Reduce Expenses
47,Suburban,Divorced,1,Retired,Intern,6893.8924789784005,11,0.0,677,5094.48512118527,2345.3464429618016,818.0908731291463,12815.773205898404,Cryptocurrency,High,Travel,False,Good,False,Invest in Stocks
64,Suburban,Single,4,Retired,Intern,445.108545516935,0,16028.273558284774,478,14499.827460627155,2373.051483406936,660.451429286785,31834.922645770064,Stocks,Medium,Healthcare,True,Poor,False,Reduce Expenses
39,Urban,Single,4,Retired,Intern,5177.277319770324,17,4518.814819825859,615,14972.730577482882,2217.7273213997596,981.5905922328857,18300.749989718453,Cryptocurrency,Medium,Travel,True,Average,False,Increase Savings
27,Urban,Widowed,3,Retired,Full-Time,2775.5081517933286,8,14533.473791891165,351,14492.961979235952,1621.5639075640215,1217.313812300835,8416.453784943797,None,Medium,Travel,True,Good,True,Invest in Stocks
43,Suburban,Divorced,1,Student,Part-Time,3580.520086802693,20,16746.88683604273,517,11205.333640340194,1824.5003450833426,467.0704552997964,36158.13620710898,Stocks,Low,Save for House,False,Good,True,Invest in Stocks
68,Urban,Married,3,Self-Employed,Full-Time,5316.729148010973,1,9120.769296370156,618,7972.3247933982075,1192.1191401753722,654.8203383605231,15844.590432553903,Real Estate,Low,Retirement,True,Average,False,Reduce Expenses
50,Urban,Married,2,Student,Contract,4653.499567842411,5,0.0,527,2068.293831400142,1189.4010873178397,730.3632804426462,27053.84905731536,Stocks,Low,Retirement,True,Poor,False,Reduce Expenses
45,Rural,Married,0,Student,Full-Time,4181.130839047929,28,31080.579766918905,549,23847.2727685085,1876.9186727540591,1076.6565197217863,22607.627927632177,Real Estate,Low,Retirement,True,Average,True,Increase Savings
27,Suburban,Widowed,2,Employed,Full-Time,4776.759900860487,27,23740.20403419627,784,6280.045906634994,1378.456321332924,879.2911858801278,34352.30478357921,Cryptocurrency,High,Retirement,True,Average,False,Increase Savings
46,Rural,Single,0,Employed,Contract,7434.754820753127,11,28228.27667604838,670,13715.861962039817,1402.7065473303232,1108.5741418294788,26168.929583966823,Bonds,Low,Healthcare,True,Good,True,Increase Savings
61,Suburban,Widowed,1,Student,Full-Time,9681.698178801376,26,37023.47299028814,591,12612.783673625618,2326.4417253840716,617.9290937331626,21061.977190006786,Stocks,High,Healthcare,False,Good,False,Reduce Expenses
35,Rural,Widowed,4,Unemployed,Contract,5028.604536642967,15,36544.211045730844,389,9470.284494039764,431.0379328780489,539.7065281139796,20776.208507198873,Real Estate,High,Save for House,True,Poor,False,Reduce Expenses
59,Urban,Widowed,1,Self-Employed,Part-Time,2717.7085010714845,20,44948.45350696219,724,5527.325236004736,996.2305474483438,239.26334696911317,0.0,None,High,Education,True,Average,True,Increase Savings
18,Urban,Married,0,Retired,Intern,2847.6504732685953,9,33887.99294132749,346,5765.790064016392,912.127669099477,1199.6308419878678,0.0,None,Medium,Retirement,True,Good,False,Invest in Stocks
40,Suburban,Divorced,3,Retired,Part-Time,5264.371174897176,24,26886.73919277337,329,14219.163196921832,1238.3122940652331,1218.4390975796168,22035.8413619881,Bonds,Low,Healthcare,True,Good,False,Reduce Expenses
34,Suburban,Widowed,0,Retired,Contract,2846.636944490245,8,13814.81827565204,613,2600.621157018347,1619.3191292888316,1064.2104258137424,19284.349864576572,Cryptocurrency,Medium,Travel,False,Good,True,Reduce Expenses
60,Suburban,Married,3,Employed,Contract,4791.961088484582,12,654.0297718595539,530,11117.150067819537,2043.6737213439635,707.4884267640261,12379.352524333824,Real Estate,Medium,Education,True,Average,False,Reduce Expenses
54,Rural,Widowed,2,Employed,Contract,3362.286477578863,25,28853.88511830553,656,9111.020965796986,2181.3627720274358,986.5677551295415,5372.142353205165,Stocks,High,Education,False,Average,True,Reduce Expenses
48,Suburban,Widowed,4,Self-Employed,Contract,7110.228941493326,18,15619.090819285477,355,12819.292862866925,1709.426183254665,985.4997009565134,23568.447474685818,Bonds,Medium,Retirement,False,Good,False,Reduce Expenses
42,Urban,Married,2,Self-Employed,Contract,3705.1321043637254,3,49964.39435575744,783,10669.977956663814,1868.3811521779362,1373.8857383887125,10304.85460547016,None,Low,Save for House,True,Average,False,Reduce Expenses
21,Suburban,Divorced,1,Student,Full-Time,6616.757132638268,14,12431.705399798067,448,9947.84934283346,1533.8281129204458,925.7084050392397,11254.603952984911,Real Estate,Low,Retirement,False,Average,True,Reduce Expenses
69,Urban,Divorced,3,Employed,Full-Time,4522.600517027343,27,24201.177496807988,354,14868.456476868565,1334.5619216818538,601.3070995125055,10692.3514964392,None,High,Healthcare,True,Poor,False,Invest in Stocks
26,Rural,Single,3,Retired,Contract,3074.2170999574273,2,24269.9622895354,676,13304.52362825055,1239.262790207797,564.4758122383182,3042.799969394404,Cryptocurrency,Medium,Retirement,False,Poor,False,Increase Savings
45,Urban,Widowed,2,Student,Full-Time,5473.063468862872,13,0.0,620,8489.407166939525,1368.3214532454217,748.5268647722189,26313.77160957447,Bonds,Medium,Retirement,True,Poor,False,Increase Savings
